SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_2,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21
361315,0,Cash loans,F,N,N,0,247500.0,497520.0,28692.0,450000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.00496,-17329,-2060,-5716.0,-863,1,1,0,1,0,0,1.0,2,2,SATURDAY,14,0,0,0,0,1,1,Other,0.6355142553842564,0.0,0.0,0.0,0.0,-1733.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391751,0,Cash loans,M,Y,Y,1,157500.0,283419.0,13914.0,234000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.002042,-10562,-293,-3777.0,-3178,1,1,0,1,0,0,3.0,3,3,TUESDAY,16,0,0,0,0,0,0,Postal,0.6103165119572967,1.0,0.0,1.0,0.0,-1766.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401171,1,Cash loans,M,Y,Y,0,315000.0,440784.0,32071.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Separated,With parents,0.020713,-11238,-769,-384.0,-3927,1,1,1,1,0,0,1.0,3,1,THURSDAY,11,1,1,0,1,1,0,Business Entity Type 2,0.5971495418324797,0.0,0.0,0.0,0.0,-2521.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416718,0,Cash loans,M,Y,N,0,157500.0,315000.0,11673.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-12260,-3791,-1490.0,-4060,1,1,0,1,0,0,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Industry: type 9,0.5872056305053898,0.0,0.0,0.0,0.0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183724,0,Cash loans,F,Y,Y,0,144000.0,675000.0,34465.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006852,-21871,-5665,-1273.0,-4217,1,1,1,1,1,0,2.0,3,3,SUNDAY,10,0,0,0,0,0,0,Industry: type 3,0.3474863098306247,0.0,0.0,0.0,0.0,-692.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210927,0,Cash loans,M,N,Y,0,225000.0,1097131.5,56146.5,886500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008019,-14161,-1135,-5106.0,-2029,1,1,0,1,0,0,2.0,2,2,MONDAY,16,0,0,0,1,1,0,Construction,0.7665332933643841,0.0,0.0,0.0,0.0,-1331.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301636,0,Cash loans,F,N,Y,0,99000.0,283419.0,20754.0,234000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00712,-19017,365243,-8754.0,-2437,1,0,0,1,0,0,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,XNA,0.5327617173278176,0.0,0.0,0.0,0.0,-984.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390789,0,Cash loans,F,N,Y,0,202500.0,364500.0,28336.5,364500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.015221,-16563,-833,-9133.0,-106,1,1,0,1,0,0,2.0,2,2,THURSDAY,11,0,0,0,0,1,1,Cleaning,0.2785227994714179,0.0,0.0,0.0,0.0,-563.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229925,0,Cash loans,F,N,Y,0,157500.0,1046142.0,33876.0,913500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.010276,-10591,-228,-5101.0,-1035,1,1,0,1,0,0,2.0,2,2,MONDAY,16,0,0,0,1,1,0,Business Entity Type 3,0.6377047105485267,0.0,0.0,0.0,0.0,-2521.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345939,0,Cash loans,F,N,Y,2,76500.0,573628.5,24304.5,463500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.01885,-12063,-3294,-447.0,-3561,1,1,0,1,0,0,4.0,2,2,MONDAY,10,0,0,0,0,0,0,Medicine,0.7038185508260675,0.0,0.0,0.0,0.0,-1713.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196237,0,Cash loans,F,Y,N,1,171000.0,1305000.0,42097.5,1305000.0,Unaccompanied,Working,Incomplete higher,Civil marriage,House / apartment,0.031329,-9405,-124,-8153.0,-1360,1,1,1,1,0,0,3.0,2,2,THURSDAY,12,0,0,0,0,1,1,Business Entity Type 3,0.5576874792583012,5.0,1.0,5.0,1.0,-302.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406894,1,Cash loans,F,N,N,1,108000.0,545040.0,25407.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.007114,-13670,-2324,-7693.0,-4031,1,1,1,1,0,0,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,Self-employed,0.2620553359511834,3.0,1.0,3.0,1.0,-523.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332765,0,Cash loans,F,N,Y,0,90000.0,365359.5,38493.0,328500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-23325,365243,-139.0,-5044,1,0,0,1,0,0,2.0,2,2,MONDAY,11,0,0,0,0,0,0,XNA,0.213841604545808,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155473,0,Cash loans,F,N,Y,0,28350.0,288873.0,10372.5,238500.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,0.003813,-23743,365243,-12974.0,-4652,1,0,0,1,0,0,1.0,2,2,MONDAY,5,0,0,0,0,0,0,XNA,0.4572352274823394,0.0,0.0,0.0,0.0,-400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273437,0,Cash loans,F,Y,N,1,157500.0,1258650.0,53325.0,1125000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0066709999999999,-13203,-3895,-1358.0,-5454,1,1,1,1,0,0,3.0,2,2,TUESDAY,12,0,0,0,0,0,0,Security Ministries,0.707583510349662,1.0,0.0,1.0,0.0,-827.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
